"find_id","specialist_id","year","speciality"
7113,24,,
7352,24,,
7438,24,,
7498,24,,
7617,24,,
7618,24,,
7663,24,,
7665,24,,
7824,24,,
7938,24,,
9180,25,,
9181,25,,
9182,25,,
13009,25,,
13041,25,,
13093,25,,
13094,25,,
13119,25,,
13195,25,,
13213,25,,
13217,25,,
13228,25,,
13247,25,,
13309,25,,
13311,25,,
13362,25,,
13371,25,,
13382,25,,
13443,25,,
13473,25,,
13474,25,,
13482,25,,
13522,25,,
13545,25,,
13557,25,,
13579,25,,
13628,25,,
13644,25,,
13660,25,,
13747,25,,
13800,25,,
13810,25,,
13859,25,,
13877,25,,
14049,25,,
14067,25,,
14120,25,,
14220,25,,
14313,25,,
14357,25,,
14375,25,,
14392,25,,
14433,25,,
14438,25,,
14484,25,,
14517,25,,
14593,25,,
14606,25,,
14623,25,,
14634,25,,
14740,25,,
14750,25,,
14787,25,,
14866,25,,
14881,25,,
14927,25,,
14954,25,,
14991,25,,
15156,25,,
15296,25,,
15384,25,,
15449,25,,
22803,25,,
22804,25,,
22805,25,,
22810,25,,
22811,25,,
22812,25,,
22815,25,,
22816,25,,
22817,25,,
22827,25,,
22808,25,,
22809,25,,
289,26,,
290,26,,
291,26,,
292,26,,
293,26,,
294,26,,
295,26,,
296,26,,
297,26,,
298,26,,
299,26,,
301,26,,
302,26,,
303,26,,
304,26,,
305,26,,
306,26,,
307,26,,
308,26,,
309,26,,
310,26,,
311,26,,
312,26,,
313,26,,
314,26,,
315,26,,
316,26,,
317,26,,
318,26,,
319,26,,
321,26,,
322,26,,
324,26,,
325,26,,
326,26,,
327,26,,
328,26,,
329,26,,
330,26,,
331,26,,
335,26,,
336,26,,
337,26,,
338,26,,
339,26,,
340,26,,
341,26,,
342,26,,
343,26,,
344,26,,
345,26,,
346,26,,
347,26,,
348,26,,
349,26,,
350,26,,
351,26,,
352,26,,
353,26,,
354,26,,
355,26,,
464,26,,
465,26,,
466,26,,
524,26,,
532,26,,
533,26,,
534,26,,
535,26,,
566,26,,
767,26,,
768,26,,
769,26,,
770,26,,
771,26,,
772,26,,
773,26,,
774,26,,
775,26,,
776,26,,
777,26,,
778,26,,
779,26,,
780,26,,
781,26,,
782,26,,
783,26,,
784,26,,
785,26,,
786,26,,
787,26,,
788,26,,
789,26,,
790,26,,
791,26,,
792,26,,
793,26,,
794,26,,
795,26,,
796,26,,
797,26,,
798,26,,
799,26,,
800,26,,
802,26,,
803,26,,
804,26,,
806,26,,
807,26,,
808,26,,
809,26,,
810,26,,
811,26,,
812,26,,
813,26,,
814,26,,
815,26,,
816,26,,
817,26,,
818,26,,
819,26,,
820,26,,
821,26,,
822,26,,
823,26,,
824,26,,
825,26,,
826,26,,
827,26,,
828,26,,
829,26,,
830,26,,
831,26,,
832,26,,
833,26,,
834,26,,
835,26,,
836,26,,
837,26,,
838,26,,
839,26,,
840,26,,
841,26,,
842,26,,
843,26,,
844,26,,
845,26,,
846,26,,
847,26,,
848,26,,
849,26,,
850,26,,
851,26,,
852,26,,
853,26,,
854,26,,
855,26,,
856,26,,
857,26,,
858,26,,
859,26,,
860,26,,
861,26,,
862,26,,
863,26,,
864,26,,
865,26,,
866,26,,
867,26,,
868,26,,
869,26,,
870,26,,
871,26,,
872,26,,
873,26,,
874,26,,
875,26,,
876,26,,
877,26,,
878,26,,
879,26,,
880,26,,
886,26,,
887,26,,
888,26,,
889,26,,
890,26,,
892,26,,
893,26,,
894,26,,
895,26,,
896,26,,
897,26,,
898,26,,
900,26,,
901,26,,
902,26,,
910,26,,
911,26,,
912,26,,
913,26,,
914,26,,
915,26,,
916,26,,
917,26,,
921,26,,
922,26,,
923,26,,
925,26,,
926,26,,
927,26,,
928,26,,
929,26,,
931,26,,
932,26,,
933,26,,
