"find::id","picture:id","picture::type","picture::size","picture::file","picture::path","photo author","photo2","photo author 2","drawing no","drawing author","drawing"
502,202,"photo","1456,1608","BE09_BEADS/BE09-57_006_003_B-035,006_004_B-036_a.JPG","/F:/BE14_nowa baza danych WYJAŚNIĆ/BE09_BEADS/BE09-57_006_003_B-035,006_004_B-036_a.JPG",,"size:862,1601
image:BE09_BEADS/BE09-57_006_003_B-035.JPG
imagewin:/F:/BE14_nowa baza danych WYJAŚNIĆ/BE09_BEADS/BE09-57_006_003_B-035.JPG","BE09-57_006_003_B-035,006_004_B-036_a.JPG",,,
12953,203,"photo","1459,1258","BE97_lamps/BE97-10_036a_PB115_0367-G_0baza.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE97_lamps/BE97-10_036a_PB115_0367-G_0baza.jpg","Zych, I. (2010)",,"BE97-10_036a_PB115_0367-G_0baza.jpg","BE13_drawing086_lamps.jpg","Zych, I. (2013)",
15040,204,"photo","1459,1345","BE00_lamps/BE00-10_482_PB938_b_01baza.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE00_lamps/BE00-10_482_PB938_b_01baza.jpg","Zych, I. (2014)",,"BE00-10_482_PB938_b_01baza.jpg",,"Zych, I. (2014)",
12715,205,"photo","1462,1355","BE95_lamps/BE95-999_PB002_3522-G-007_baza1.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE95_lamps/BE95-999_PB002_3522-G-007_baza1.jpg","Zych, I. (2010)","size:1388,1355
image:BE95_lamps/BE95-999_PB002_3522-G-007_baza2.jpg
imagewin:/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE95_lamps/BE95-999_PB002_3522-G-007_baza2.jpg","BE95-999_PB002_3522-G-007_baza1.jpg","BE13_drawing103_lamp_a,jpg","Dzwonek. A. (2013)",
4209,206,"photo","1468,1445","BE10_leather/BE10-59_001_PB016_context_leather_01.JPG","/F:/BE14_nowa baza danych WYJAŚNIĆ/BE10_leather/BE10-59_001_PB016_context_leather_01.JPG",,,"BE10-59_001_PB016_context_leather_01.JPG",,,
12886,207,"photo","1472,1232","BE97_lamps/BE97-10_999_PB281_5290-G_01baza.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE97_lamps/BE97-10_999_PB281_5290-G_01baza.jpg","Zych, I. (2010)",,"BE97-10_999_PB281_5290-G_01baza.jpg",,"not drawn",
12817,208,"photo","1480,1631","BE00_lamps/BE00-10_556_PB1053_baza.JPG","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE00_lamps/BE00-10_556_PB1053_baza.JPG","Zych, I. (2010)",,"BE00-10_556_PB1053_baza.JPG","BE13_drawing089_lamps.jpg","Zych, I. (2013)",
3895,209,"photo","1481,1255","BE10_lamps/BE10-61NE_023_001_baza.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE10_lamps/BE10-61NE_023_001_baza.jpg","Zych, I. (2010)","size:1439,1371
image:BE10_lamps/BE10-61NE_023_001_baza2.jpg
imagewin:/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE10_lamps/BE10-61NE_023_001_baza2.jpg","BE10-61NE_023_001_baza.jpg","BE10_drawing043b_lamps","Witkowska, T.","size:1365,1016
image:BE10_lamps/BE10-61NE_023_001_baza3.jpg
imagewin:/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE10_lamps/BE10-61NE_023_001_baza3.jpg"
10619,210,"photo","1483,1138","BE12_lamps/BE12-84_012_001_baza_DSC3548.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE12_lamps/BE12-84_012_001_baza_DSC3548.jpg","Braulińska, K. (2013)",,"BE12-84_012_001_baza_DSC3548.jpg","BE13_drawing_003_lamps","Witkowska, T.",
4593,211,"photo","1488,1226","BE10_lamps/BE10-61NW-N_025_001_baza.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE10_lamps/BE10-61NW-N_025_001_baza.jpg","Zych, I. (2010)","size:1672,912
image:BE10_lamps/BE10-61NW-N_025_001_baza2.jpg
imagewin:/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE10_lamps/BE10-61NW-N_025_001_baza2.jpg","BE10-61NW-N_025_001_baza.jpg","BE10_drawing043c_lamps","Witkowska, T.",
14885,212,"photo","1488,1326","BE14_lamps/BE14-96_013_001_PB021_01baza.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE14_nowa baza danych/BE14_lamps/BE14-96_013_001_PB021_01baza.jpg","Zych, I. (2014)","size:1546,1459
image:BE14_lamps/BE14-96_013_001_PB021_02baza.jpg
imagewin:/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE14_nowa baza danych/BE14_lamps/BE14-96_013_001_PB021_02baza.jpg","BE14-96_013_001_PB021_01baza.jpg; BE14-96_013_001_PB021_02baza.jpg",,,
526,213,"photo","1497,1744","BE09_stopper/BE09-55_032_004_Y-003_b.JPG","/F:/BE14_nowa baza danych WYJAŚNIĆ/BE09_stopper/BE09-55_032_004_Y-003_b.JPG",,"size:1569,1774
image:BE09_stopper/BE09-55_032_004_Y-003_d.JPG
imagewin:/F:/BE14_nowa baza danych WYJAŚNIĆ/BE09_stopper/BE09-55_032_004_Y-003_d.JPG","BE09-55_032_004_Y-003_b.JPG",,,
201,214,"photo","1497,2222","BE09_OSTRACON/BE09_0193-A-193_a.JPG","/F:/BE14_nowa baza danych WYJAŚNIĆ/BE09_OSTRACON/BE09_0193-A-193_a.JPG",,"size:2206,1373
image:BE09_OSTRACON/BE09_0193-A-193_c.JPG
imagewin:/F:/BE14_nowa baza danych WYJAŚNIĆ/BE09_OSTRACON/BE09_0193-A-193_c.JPG","BE09_0193-A-193_a.JPG","tray 29",,
449,215,"photo","1516,1803","BE09_objects_gg_lamps/BE09-55_029_004_gg-011_a.JPG","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BERENIKE'08/BE_registry/BERENIKE_finds_database/BE09_objects_gg_lamps/BE09-55_029_004_gg-011_a.JPG","Zych, I.","size:1471,1842
image:BE09_objects_gg_lamps/BE09-55_029_004_gg-011_b.JPG
imagewin:/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BERENIKE'08/BE_registry_2010/BERENIKE_finds_database/BE09_objects_gg_lamps/BE09-55_029_004_gg-011_b.JPG",,,"Zych, I.; inking Woźniak, M.; digitizing Puszkarski, M.","size:972,2935
image:BE09_objects_gg_lamps/BE09-55_029_004_D_lamp.tif
imagewin:/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BERENIKE'08/BE_registry_2010/BERENIKE_finds_database/BE09_objects_gg_lamps/BE09-55_029_004_D_lamp.tif"
270,216,"photo","1520,1721","BE09_PAPYRUS/BE09-57_001_015_a-011_.JPG","/F:/BE14_nowa baza danych WYJAŚNIĆ/BE09_PAPYRUS/BE09-57_001_015_a-011_.JPG",,,"BE09-57_001_015_a-011_.JPG",,,
15154,217,"photo","1530,1058","BE14_lamps/BE14-96_013_000_PB021_01baza.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE14_nowa baza danych/BE14_lamps/BE14-96_013_000_PB021_01baza.jpg","Zych, I. (2014)",,"BE14-96_013_000_PB021_01baza.jpg",,,
12741,218,"photo","1533,1229","BE96_lamps/BE96-07_089_PB195_5424-G-011_baza.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE96_lamps/BE96-07_089_PB195_5424-G-011_baza.jpg","Zych, I. (2010)",,"BE96-07_089_PB195_5424-G-011_baza.jpg","BE13_drawing081_lamps.jpg","Zych, I. (2013)",
2866,219,"photo","1536,1329","BE10_lamps/BE10-61SE_003_001_baza1.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE10_lamps/BE10-61SE_003_001_baza1.jpg","Zych, I. (2010)","size:1523,1265
image:BE10_lamps/BE10-61SE_003_001_baza2.jpg
imagewin:/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE10_lamps/BE10-61SE_003_001_baza2.jpg","BE10-61SE_003_001_baza1.jpg","BE10_drawing043b_lamps","Witkowska, T.",
12697,220,"photo","1540,1268","BE01_lamps/BE01-48_008_PB024_1805-gg-013_baza.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE01_lamps/BE01-48_008_PB024_1805-gg-013_baza.jpg","Zych, I. (2010)",,"BE01-48_008_PB024_1805-gg-013_baza.jpg","BE13_drawing101_lamps_b.jpg","Dzwonek, A. (2013)",
2443,221,"photo","1546,1333","BE10_lamps/BE10-59_001B_001_baza.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE10_lamps/BE10-59_001B_001_baza.jpg","Zych, I. (2010)",,"BE10-59_001B_001_baza.jpg","BE10_drawing042c_lamps_varia","Witkowska, T.",
134,222,"photo","1551,2446","BE09_OSTRACON/BE09_0126-A-126_a.JPG","/F:/BE14_nowa baza danych WYJAŚNIĆ/BE09_OSTRACON/BE09_0126-A-126_a.JPG",,"size:3872,2592
image:BE09_OSTRACON/BE09_0126-A-126_c.JPG
imagewin:/F:/BE14_nowa baza danych WYJAŚNIĆ/BE09_OSTRACON/BE09_0126-A-126_c.JPG","BE09_0126-A-126_a.JPG","tray 19",,
12712,223,"photo","1552,1310","BE95_lamps/BE95-999_PB001_0015-G-006_baza.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE95_lamps/BE95-999_PB001_0015-G-006_baza.jpg","Zych, I. (2010)",,"BE95-999_001_0015-G-006_baza.jpg","BE13_drawing106_lamp_a,jpg","Dzwonek. A. (2013)",
12635,224,"photo","1552,893","BE12_lamps/BE12-61_019_005_baza.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE12_lamps/BE12-61_019_005_baza.jpg","Zych, I. (2013)",,"BE12-61_019_005_baza",,,
252,225,"photo","1556,1237","BE09_OSTRACON/BE09-54_028_002_A-244_a.JPG","/F:/BE14_nowa baza danych WYJAŚNIĆ/BE09_OSTRACON/BE09-54_028_002_A-244_a.JPG",,"size:2816,2112
image:BE09_OSTRACON/BE09-54_028_002_A-244_c.JPG
imagewin:/F:/BE14_nowa baza danych WYJAŚNIĆ/BE09_OSTRACON/BE09-54_028_002_A-244_c.JPG","BE09-54_028_002_A-244_a.JPG","tray 36",,
564,226,"photo","1556,1653","BE09_PAPYRUS/BE09-57_001_307.JPG","/F:/BE14_nowa baza danych WYJAŚNIĆ/BE09_PAPYRUS/BE09-57_001_307.JPG",,,"BE09-57_001_307.JPG",,,
563,227,"photo","1559,1660","BE09_PAPYRUS/BE09-57_001_306.JPG","/F:/BE14_nowa baza danych WYJAŚNIĆ/BE09_PAPYRUS/BE09-57_001_306.JPG",,,"BE09-57_001_306.JPG",,,
537,228,"photo","1562,1559","BE09_objects_P_wood/BE09-57_001_289_a.JPG","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BERENIKE'08/BE_registry_2010/BE11_nowa baza danych/BE09_objects_P_wood/BE09-57_001_289_a.JPG","Zych, I.(2009); Wójcik, B.(2011)",,"BE09-57_001_289_a.JPG",,,
4577,229,"photo","1565,1689","BE10_OSTRACON/BE10-60_001_012_emergency.JPG","/F:/BE14_nowa baza danych WYJAŚNIĆ/BE10_OSTRACON/BE10-60_001_012_emergency.JPG",,"size:3872,2592
image:BE10_OSTRACON/BE10-60_001_012_a_DSC_0400.JPG
imagewin:/F:/BE14_nowa baza danych WYJAŚNIĆ/BE10_OSTRACON/BE10-60_001_012_a_DSC_0400.JPG","BE10-60_001_012_emergency.JPG",,,
1775,230,"photo","1578,1585","BE09_objects_C_coins/BE09-surface_032_C_012_a.JPG","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BERENIKE'08/BE Registry/BERENIKE_finds_database/BE09_objects_C_coins/BE09-surface_032_C_012_a.JPG",,"size:1627,1663
image:BE09_objects_C_coins/BE09-surface_032_C_012_b.JPG
imagewin:/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BERENIKE'08/BE Registry/BERENIKE_finds_database/BE09_objects_C_coins/BE09-surface_032_C_012_b.JPG",,,,
12919,231,"photo","1585,1294","BE97_lamps/BE97-17_066_PB136_5123-G_01baza.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE97_lamps/BE97-17_066_PB136_5123-G_01baza.jpg","Zych, I. (2010)",,"BE97-17_066_PB136_5123-G_01baza.jpg","BE13_drawing087_lamps.jpg","Zych, I. (2013)",
19255,232,"photo","1585,1294","BE97_lamps/BE97-17_066_PB136_5123-G_01baza.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE97_lamps/BE97-17_066_PB136_5123-G_01baza.jpg","Zych, I. (2010)",,"BE97-17_066_PB136_5123-G_01baza.jpg","BE13_drawing087_lamps.jpg","Zych, I. (2013)",
4245,233,"photo","1595,1399","BE10_leather/BE10-54-62-64_008_024_context_leather_01.JPG","/F:/BE14_nowa baza danych WYJAŚNIĆ/BE10_leather/BE10-54-62-64_008_024_context_leather_01.JPG",,,"BE10-54-62-64_008_024_context_leather_01.JPG",,,
7853,234,"photo","1600,1200","BE11_beads/BE11-73_005_PB007_bead_IMG_0733.jpg","/F:/BE14_nowa baza danych WYJAŚNIĆ/BE11_beads/BE11-73_005_PB007_bead_IMG_0733.jpg",,"size:1600,1200
image:BE11_beads/BE11-73_005_PB007_bead_IMG_0734.jpg
imagewin:/F:/BE14_nowa baza danych WYJAŚNIĆ/BE11_beads/BE11-73_005_PB007_bead_IMG_0734.jpg","BE11-73_005_PB007_bead_IMG_0733.jpg",,,
10533,235,"photo","1612,1293","BE12_lamps/BE12-84_002_010_baza.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE12_lamps/BE12-84_002_010_baza.jpg","Zych, I. (2012)",,"BE12-84_002_010_baza.jpg",,,
484,236,"photo","1617,1569","BE09_BEADS/BE09-57_001_019_B-018,BE09-57_001_020_B-019_a.JPG","/F:/BE14_nowa baza danych WYJAŚNIĆ/BE09_BEADS/BE09-57_001_019_B-018,BE09-57_001_020_B-019_a.JPG",,"size:1608,1416
image:BE09_BEADS/BE09-57_001_019_B-018,BE09-57_001_020_B-019_b.JPG
imagewin:/F:/BE14_nowa baza danych WYJAŚNIĆ/BE09_BEADS/BE09-57_001_019_B-018,BE09-57_001_020_B-019_b.JPG","BE09-57_001_019_B-018,BE09-57_001_020_B-019_b.JPG",,,
485,237,"photo","1617,1569","BE09_BEADS/BE09-57_001_019_B-018,BE09-57_001_020_B-019_a.JPG","/F:/BE14_nowa baza danych WYJAŚNIĆ/BE09_BEADS/BE09-57_001_019_B-018,BE09-57_001_020_B-019_a.JPG",,"size:1608,1416
image:BE09_BEADS/BE09-57_001_019_B-018,BE09-57_001_020_B-019_b.JPG
imagewin:/F:/BE14_nowa baza danych WYJAŚNIĆ/BE09_BEADS/BE09-57_001_019_B-018,BE09-57_001_020_B-019_b.JPG",,,,
536,238,"photo","1634,2070","BE09_objects_P_wood/BE09-54_005_002_a.JPG","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BERENIKE'08/BE_registry_2010/BE11_nowa baza danych/BE09_objects_P_wood/BE09-54_005_002_a.JPG","Zych, I.(2009); Wójcik, B.(2011)","size:2816,2112
image:BE09_objects_P_wood/BE09-54_005_002_d.JPG
imagewin:/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BERENIKE'08/BE_registry_2010/BE11_nowa baza danych/BE09_objects_P_wood/BE09-54_005_002_d.JPG","BE09-54_005_002_b.JPG",,,
12742,239,"photo","1640,1038","BE96_lamps/BE96-07_024_PB091_5399-G-008and007_baza.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE96_lamps/BE96-07_024_PB091_5399-G-008and007_baza.jpg","Zych, I. (2010)","size:1779,1174
image:BE96_lamps/BE96-07_024_PB091_5399-G-007_baza.jpg
imagewin:/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE96_lamps/BE96-07_024_PB091_5399-G-007_baza.jpg","BE96-07_024_PB091_5399-G-008and007_baza.jpg","BE13_drawing082_lamps.jpg","Zych, I. (2013)",
12743,240,"photo","1640,1038","BE96_lamps/BE96-07_024_PB091_5399-G-008and007_baza.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE96_lamps/BE96-07_024_PB091_5399-G-008and007_baza.jpg","Zych, I. (2010)","size:2296,1410
image:BE96_lamps/BE96-07_024_PB091_5399-G-008_baza.jpg
imagewin:/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE96_lamps/BE96-07_024_PB091_5399-G-008_baza.jpg","BE96-07_024_PB091_5399-G-008and007_baza.jpg",,,
1776,241,"photo","1645,1790","BE09_PAPYRUS/BE09-57_001_308.JPG","/F:/BE14_nowa baza danych WYJAŚNIĆ/BE09_PAPYRUS/BE09-57_001_308.JPG",,,"BE09-57_001_308.JPG",,,
3987,242,"photo","1656,1368","BE10_lamps/BE10-59_004_026_baza.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE10_lamps/BE10-59_004_026_baza.jpg","Zych, I. (2010)",,"BE10-59_004_026_baza.jpg","BE10_drawing045a_lamps;042a_lamps_varia (profile)","Zych, I.; Witkowska, T.",
129,243,"photo","1671,2315","BE09_OSTRACON/BE09_0121-A-121_a.JPG","/F:/BE14_nowa baza danych WYJAŚNIĆ/BE09_OSTRACON/BE09_0121-A-121_a.JPG",,"size:3872,2592
image:BE09_OSTRACON/BE09_0121-A-121_c.JPG
imagewin:/F:/BE14_nowa baza danych WYJAŚNIĆ/BE09_OSTRACON/BE09_0121-A-121_c.JPG","BE09_0121-A-121_a.JPG","tray 18",,
498,244,"photo","1676,1721","BE09_BEADS/BE09-57_001_305_B-032_a.JPG","/F:/BE14_nowa baza danych WYJAŚNIĆ/BE09_BEADS/BE09-57_001_305_B-032_a.JPG",,"size:1497,1679
image:BE09_BEADS/BE09-57_001_305_B-032_b.JPG
imagewin:/F:/BE14_nowa baza danych WYJAŚNIĆ/BE09_BEADS/BE09-57_001_305_B-032_b.JPG","BE09-57_001_305_B-032_a.JPG",,,
461,245,"photo","1679,1601","BE09_objects_gg_lamps/BE09-999_014_gg-023_a.JPG","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BERENIKE'08/BE_registry_2010/BE11_nowa baza danych/BE09_objects_gg_lamps/BE09-999_014_gg-023_a.JPG","Zych, I.","size:1656,1822
image:BE09_objects_gg_lamps/BE09-999_014_gg-023_b.JPG
imagewin:/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BERENIKE'08/BE_registry_2010/BE11_nowa baza danych/BE09_objects_gg_lamps/BE09-999_014_gg-023_b.JPG",,,"Zych, I.; inking Woźniak, M.; digitizing Puszkarski, M.","size:1063,1534
image:BE09_objects_gg_lamps/BE09-999_014_drawing.tif
imagewin:/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BERENIKE'08/BE_registry_2010/BE11_nowa baza danych/BE09_objects_gg_lamps/BE09-999_014_drawing.tif"
4208,246,"photo","1685,1439","BE10_lamps/BE10-59_001_054_baza.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE10_lamps/BE10-59_001_054_baza.jpg","Zych, I. (2010)","size:1792,1229
image:BE10_lamps/BE10-59_001_054_baza2.jpg
imagewin:/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE10_lamps/BE10-59_001_054_baza2.jpg","BE10-59_001_054_baza.jpg","BE10_drawing043c_lamps","Witkowska, T.",
10487,247,"photo","1691,1095","BE12_lamps/BE12-81_017_002_baza.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE12_lamps/BE12-81_017_002_baza.jpg","Zych, I. (2012)",,"BE12-81_017_002_baza.jpg",,,
12758,248,"photo","1692,1426","BE00_lamps/BE00-10_423_PB850_1_lamp_baza.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE00_lamps/BE00-10_423_PB850_1_lamp_baza.jpg","Zych, I. (2010)",,"BE00-10_423_PB850_1_lamp_baza.jpg","BE13_drawing088_lamps.jpg","Zych, I. (2013)",
95,249,"photo","1701,1582","BE09_OSTRACON/BE09_0087-A-087_a.JPG","/F:/BE14_nowa baza danych WYJAŚNIĆ/BE09_OSTRACON/BE09_0087-A-087_a.JPG",,"size:1701,1530
image:BE09_OSTRACON/BE09_0087-A-087_c.JPG
imagewin:/F:/BE14_nowa baza danych WYJAŚNIĆ/BE09_OSTRACON/BE09_0087-A-087_c.JPG","BE09_0087-A-087_a.JPG","tray 14",,
9516,250,"photo","1717,1470","BE12_lamps/BE12-61_095_001_baza.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE12_lamps/BE12-61_095_001_baza.jpg","Zych, I. (2012)","size:1646,1511
image:BE12_lamps/BE12-61_095_001_baza2.jpg
imagewin:/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE12_lamps/BE12-61_095_001_baza2.jpg","BE12-61_095_001_baza.jpg; BE12-61_095_001_baza2.jpg","BE12_drawing_001_lamps, 002_lamps","Witkowska, T.",
268,251,"photo","1725,1074","BE09_PAPYRUS/BE09-57_001_283_a-009_a.JPG","/F:/BE14_nowa baza danych WYJAŚNIĆ/BE09_PAPYRUS/BE09-57_001_283_a-009_a.JPG",,"size:1445,882
image:BE09_PAPYRUS/BE09-57_001_283_a-009_b.JPG
imagewin:/F:/BE14_nowa baza danych WYJAŚNIĆ/BE09_PAPYRUS/BE09-57_001_283_a-009_b.JPG","BE09-57_001_283_a-009_a.JPG",,,
12788,252,"photo","1738,1104","BE00_lamps/BE00-10_559_PB1059_bazaa.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE00_lamps/BE00-10_559_PB1059_bazaa.jpg","Zych, I. (2010)","size:1397,754
image:BE00_lamps/BE00-10_551_PB1046_bazab.jpg
imagewin:/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE00_lamps/BE00-10_551_PB1046_bazab.jpg","BE00-10_559_PB1059_bazaa.jpg i bazab","BE13_drawing090_lamps.jpg","Zych, I. (2013)",
12789,253,"photo","1738,1104","BE00_lamps/BE00-10_559_PB1059_bazaa.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE00_lamps/BE00-10_559_PB1059_bazaa.jpg","Zych, I. (2010)",,"BE00-10_559_PB1059_bazaa.jpg i bazab",,"Zych, I. (2013)",
8159,254,"photo","1739,1511","BE12_lamps/BE12-80_001_001_baza.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE12_lamps/BE12-80_001_001_baza.jpg","Zych, I. (2012)",,"BE12-80_001_001_baza.jpg","BE12_drawing_001_lamps","Witkowska, T.",
8875,255,"photo","1739,1511","BE12_lamps/BE12-80_001_001_baza.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE12_lamps/BE12-80_001_001_baza.jpg","Zych, I. (2012)",,"BE12-80_001_001_baza.jpg","BE12_drawing_001_lamps","Witkowska, T.",
2066,256,"photo","1757,1715","BE10_OSTRACON/BE10-58_004_002_emergency.JPG","/F:/BE14_nowa baza danych WYJAŚNIĆ/BE10_OSTRACON/BE10-58_004_002_emergency.JPG",,"size:3872,2592
image:BE10_OSTRACON/BE10-58_004_002_a_DSC_0646.JPG
imagewin:/F:/BE14_nowa baza danych WYJAŚNIĆ/BE10_OSTRACON/BE10-58_004_002_a_DSC_0646.JPG","BE10-58_004_002_emergency.JPG",,,
531,257,"photo","1780,1894","BE09_stopper/BE09-999_031_Y-008_a.JPG","/F:/BE14_nowa baza danych WYJAŚNIĆ/BE09_stopper/BE09-999_031_Y-008_a.JPG",,"size:2066,1565
image:BE09_stopper/BE09-999_031_Y-008_d.JPG
imagewin:/F:/BE14_nowa baza danych WYJAŚNIĆ/BE09_stopper/BE09-999_031_Y-008_d.JPG","BE09-999_031_Y-008_a.JPG",,,
458,258,"photo","1787,1845","BE09_objects_gg_lamps/BE09-999_006_gg-020_a.JPG","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BERENIKE'08/BE_registry_2010/BE11_nowa baza danych/BE09_objects_gg_lamps/BE09-999_006_gg-020_a.JPG","Zych, I.","size:1897,1839
image:BE09_objects_gg_lamps/BE09-999_006_gg-020_b.JPG
imagewin:/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BERENIKE'08/BE_registry_2010/BE11_nowa baza danych/BE09_objects_gg_lamps/BE09-999_006_gg-020_b.JPG","BE09-999_006_gg_020_a, b","BE09-999_006_drawing","Zych, I.; inking Woźniak, M.; digitizing Puszkarski, M.","size:1106,2202
image:BE09_objects_gg_lamps/BE09-999_006_drawing.tif
imagewin:/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BERENIKE'08/BE_registry_2010/BE11_nowa baza danych/BE09_objects_gg_lamps/BE09-999_006_drawing.tif"
8873,259,"photo","1788,1788","BE12_lamps/BE12-84_001_001_baza.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE12_lamps/BE12-84_001_001_baza.jpg","Zych, I. (2012)",,"BE12-84_001_001_baza.jpg","BE12_drawing_001_lamps","Witkowska, T.",
14961,260,"photo","1789,1284","BE14_lamps/BE14-96_006_024_PB010_01baza.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE14_nowa baza danych/BE14_lamps/BE14-96_006_024_PB010_01baza.jpg","Zych, I. (2014)",,"BE14-96_006_024_PB010_01baza.jpg",,,
138,261,"photo","1796,2148","BE09_OSTRACON/BE09_0130-A-130_a.JPG","/F:/BE14_nowa baza danych WYJAŚNIĆ/BE09_OSTRACON/BE09_0130-A-130_a.JPG",,"size:3872,2592
image:BE09_OSTRACON/BE09_0130-A-130_c.JPG
imagewin:/F:/BE14_nowa baza danych WYJAŚNIĆ/BE09_OSTRACON/BE09_0130-A-130_c.JPG","BE09_0130-A-130_a.JPG","tray 19",,
12736,262,"photo","1798,1329","BE96_lamps/BE96-07_088_PB187_4713-G-024,025,026,027_baza.jpg","/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE96_lamps/BE96-07_088_PB187_4713-G-024,025,026,027_baza.jpg","Zych, I. (2010)","size:941,679
image:BE96_lamps/BE96-07_088_PB187_4713-G-024_baza.jpg
imagewin:/C:/Documents and Settings/SIWA Iwona Zych/Pulpit/BE11_nowa baza danych/BE96_lamps/BE96-07_088_PB187_4713-G-024_baza.jpg","BE96-07_088_PB187_4713-G-024,025,026,027_baza.jpg","BE13_drawing080_lamps.jpg","Zych, I. (2013)",
