"26509",,,,,,"3982","aa","","2023-01-30 02:11:29","2023-01-22","","1 fragment of amphora with a dipinto, painted with black ink. Only one letter (?) preserved","L 3.1; W 3.8; th. 0.55 ","","","clay; black ink","LRA1","2024-07-19 08:36:04","dipinto on amphora","BE23-156/012/001","","","fragmentary","","1","","","found during pot-wash","","Geerts, R.","","","","7,1"
"24735","BE","24","152","34","001","4006","L","","2024-06-26 14:41:47","2024-01-02","","","3x2, 2.9x2.1, Th.0.2","","","eggshell","ostrich","2024-06-26 14:42:45","ostrich eggshell","","","","","","2","","","","","","","","","6"
"24736","BE","24","152","34","001","4006","mm","","2024-06-26 14:42:45","2024-01-02","","hole in body","","","","shell","","2024-07-31 09:33:54","shell, worked","","","","","","1","","","","","","","","","6"
"24738","BE","24","152","34","001","4006","R","","2024-06-26 14:44:25","2024-01-02","","","","","","stone","quartzite?","2024-06-26 14:47:02","geosample","","","","","","5","","","","","","","","","94"
"24739","BE","24","152","34","001","4006","Q","","2024-06-26 14:45:02","2024-01-02","","","","","","wood","","2024-06-26 14:45:33","charcoal, bulk","","","","","","bag","","","","","","","","","32"
"24740","BE","24","152","34","001","4006","E","","2024-06-26 14:47:12","2024-01-02","","base ring, rim, shards, body shards, fragment found in 2025 ","","","","glass","","2025-02-15 08:44","glass, bulk","","","","","","bag","","","","","","","","","58"
"24741","BE","24","152","34","001","4006","Di","","2024-06-26 14:47:54","2024-01-02","","1) nail shaft with traces of wood L.+5.1, W.1.5, shaft 0.5x0.5, l+1.3 with head2) scraps3) sheet metal4) bar, 0.7x1.2, rectangular section L.3.1 (tip)","","","","metal","iron","2024-06-26 14:50:16","iron, bulk","","","","","","bag","","","","","","","","","32"
"24742","BE","24","152","34","001","4006","Dc","","2024-06-26 14:50:19","2024-01-02","","1) nail shafts or pins (5), shaft 0.7x0.7; 0,5x0.5, L.+2.6; 0.3x0.3, L.+2.1 (possibly complete with small head)2) straps3) scraps/pellets4) nail head (2)5) curved strap (ring?)6) triangular tip","","","","metal","copper alloy","2024-06-26 14:52:45","copper alloy, bulk","","","","","","bag","","","","","","","","",""
"24743","BE","24","152","34","001","4006","dd","","2024-06-26 14:52:47","2024-01-02","","rim fragment","","","","clay+metal","copper alloy","2024-06-26 14:53:52","crucible","","","","","","bag","","","","","","","","","4"
"24744","BE","24","152","34","001","4006","C","","2024-06-26 14:53:52","2024-01-02","","","small","","","metal","copper alloy","2024-06-26 14:55:30","coin","BE24-152/034/001","","","","","1","","","","","","","","",""
"24749","BE","24","152","34","002","4008","L","","2024-06-26 15:16:23","2024-01-03","","","","","","bone","","2024-06-26 15:16:56","bone, animal, bulk","","","","","","bag","","","","","","","","","57"
"24750","BE","24","152","34","002","4008","M","","2024-06-26 15:16:56","2024-01-03","","","","","","shell","","2024-06-26 15:17:14","shell, bulk","","","","","","bag","","","","","","","","","99"
"24751","BE","24","152","34","002","4008","Q","","2024-06-26 15:17:14","2024-01-03","","","","","","wood","","2024-06-26 15:17:28","charcoal, bulk","","","","","","bag","","","","","","","","","16"
"24752","BE","24","152","34","002","4008","dd","","2024-06-26 15:17:28","2024-01-03","","","","","","clay+metal","copper alloy","2024-06-26 15:17:56","crucible","","","","","","bag","","","","","","","","","7"
"24753","BE","24","152","12","003","4009","Q","","2024-06-26 15:20","2024-01-21","","","","","","wood","","2024-06-26 15:20:37","charcoal, bulk","","","","","","bag","","","","","","","","","47"
"24754","BE","24","152","12","003","4009","G","","2024-06-26 15:20:37","2024-01-21","","","","","","clay","","2024-06-26 15:20:58","pottery, bulk","","","","","","bag","","","","","","","","",""
"24755","BE","24","152","12","003","4009","M","","2024-06-26 15:20:58","2024-01-21","","","","","","shell","","2024-06-26 15:21:14","shell, bulk","","","","","","bag","","","","","","","","","47"
"24756","BE","24","152","12","003","4009","E","","2024-06-26 15:21:14","2024-01-21","","rim","","","","glass","","2024-06-26 15:21:34","glass, bulk","","","","","","bag","","","","","","","","","6"
"24757","BE","24","152","12","003","4009","L","","2024-06-26 15:21:34","2024-01-21","","","","","","bone","","2024-06-26 15:21:56","bone, animal, bulk","","","","","","bag","","","","","","","","","9"
"24758","BE","24","152","12","003","4009","Dc","","2024-06-26 15:21:56","2024-01-21","","","","","","metal","copper alloy","2024-06-26 15:22:17","copper alloy, bulk","","","","","","bag","","","","","","","","","5"
"24759","BE","24","152","20","004","4010","L","","2024-06-26 15:23:01","2024-01-21","","","","","","bone","","2024-06-26 15:23:40","bone, animal, bulk","","","","","","bag","","","","","","","","","90"
"24760","BE","24","152","20","004","4010","G","","2024-06-26 15:23:40","2024-01-21","","","","","","clay","","2024-06-26 15:23:57","pottery, bulk","","","","","","bag","","","","","","","","",""
"24761","BE","24","152","20","004","4010","Q","","2024-06-26 15:23:57","2024-01-21","","","","","","wood","","2024-06-26 15:24:11","charcoal, bulk","","","","","","bag","","","","","","","","","17"
"24762","BE","24","152","20","004","4010","E","","2024-06-26 15:24:11","2024-01-21","","","","","","glass","","2024-06-26 15:24:23","glass, bulk","","","","","","bag","","","","","","","","","8"
"24763","BE","23","152","12","033","3994","gg","","2024-06-26 15:34:51","2023-01-24","","","","","","clay","","2024-06-26 15:35:27","lamp?","","","","","","1","","","suggested as Aswan lamp, but not so","","","","","","discarded"
"24764","BE","24","174","1","001","4011","M","","2024-06-30 16:00:16","2024-01-30","","background noise","","","","shell","","2024-06-30 16:01:09","shell, bulk","","","","","","bag","","","","","","","","","92"
"24765","BE","24","174","1","002","4012","M","","2024-06-30 16:01:15","2024-02-06","","background noise","","","","shell","","2024-06-30 16:01:46","shell, bulk","","","","","","bag","","","","","","","","","113"
"24766","BE","24","174","1","002","4012","E","","2024-06-30 16:01:46","2024-02-06","","1) modern 2) window pane 4.3x4.7, Th. 0.25","","","","glass","","2024-06-30 16:02:35","glass, bulk","","","","","","bag","","","","","","","","","10"
"24767","BE","24","174","1","003","4013","G","","2024-06-30 16:02:47","2024-02-07","","","","","","clay","","2024-06-30 16:03:14","pottery, bulk","","","","","","bag","","","","","","","","",""
"24768","BE","24","174","1","003","4013","M","","2024-06-30 16:03:14","2024-02-07","","edibles (127 g) mixed with background noise (581g), single abraded piece","","","","clay","","2024-06-30 16:05","shell, bulk","","","","fragmented","","bag","","","","","","","","","708 (127+581)"
"24769","BE","24","174","1","003","4013","E","","2024-06-30 16:05:19","2024-02-07","","beaker, square base indented sides","Dia. roughly 6 cm","","","glass","greenish-blue","2024-06-30 16:06:19","glass, bulk","","","","","","bag","","","","","","","","","9"
"24770","BE","24","174","1","003","4013","Q","","2024-06-30 16:06:19","2024-02-07","","","","","","wood","","2024-06-30 16:06:45","charcoal, bulk","","","","","","bag","","","","","","","","","6"
"24771","BE","24","174","1","003","4013","Di","","2024-06-30 16:06:45","2024-02-07","","shaft scraps","","","","metal","iron","2024-06-30 16:07:28","iron, bulk","","","","","","bag","","","","","","","","","discarded (6)"
"24772","BE","24","174","1","003","4013","Dc","","2024-06-30 16:07:17","2024-02-07","","shaft scraps","","","","metal","copper alloy","2024-06-30 16:08:04","copper alloy, bulk","","","","","","bag","","","","","","","","","discarded (6)"
"24773","BE","24","174","1","003","4013","B","","2024-06-30 16:08:40","2024-02-07","","","DIa.0.5, H.+0.3","","","glass","white core, dark outside","2024-06-30 16:09:43","bead","","","","broken","","1","","","","","","","","","<1"
"24774","BE","24","174","3","004","4014","G","","2024-06-30 16:10:53","2024-02-08","","","","","","clay","","2024-06-30 16:11:42","pottery, bulk","","","","","","bag","","","","","","","","",""
"24775","BE","24","174","3","004","4014","gg","","2024-06-30 16:11:42","2024-02-08","","Frog","","","","clay","","2024-07-10 08:44:20","lamp, FROG","BE24-174/003/001a","","","fragment","","bag","","","from pottery, joins with pieces of lamp from 001/PB003","","","","","","20"
"24776","BE","24","174","3","004","4014","M","","2024-06-30 16:15:43","2024-02-08","","edibles (413g) and background noise (approx. 800g)","","","","shell","","2024-06-30 16:17:16","shell, bulk","","","","very fragmented","","bag","","","from pottery, joins with pieces of lamp from oo1/PB003","","","","","","1213 (413+approx. 800)"
"24777","BE","24","174","3","004","4014","Dc","","2024-06-30 16:17:16","2024-02-08","","","L+1","","","shell","","2024-06-30 16:27:07","copper alloy, bulk","","","","","","1","","","","","","","","","discarded"
"24778","BE","24","174","3","004","4014","P","","2024-06-30 16:27:10","2024-02-08","","","","","","wood","","2024-06-30 16:27:54","wood, bulk","","","","fragment","","bag","","","","","","","","","<1"
"24779","BE","24","174","3","004","4014","Q","","2024-06-30 16:27:54","2024-02-08","","","","","","wood","","2024-06-30 16:28:23","charcoal, bulk","","","","","","bag","","","","","","","","","8"
"24780","BE","24","174","3","004","4014","yy","","2024-06-30 16:29:01","2024-02-08","","irregular outline","Dia.6.7, Th. 1.4","","","pottery","""chocolate"" Nile silt with red surface","2024-07-08 16:35:36","round-cut sherd","","","","","","1","","","from pottery","","","","","","55"
"24781","BE","24","174","1","003","4013","gg","","2024-06-30 16:41:47","2024-02-07","","A) fragment bears faint warts on surfaceB) body to lower part, eroded","","","","clay","","2024-07-10 08:44:13","lamp, FROG","BE24-174/003/001b","","","","","2","","","from pottery, joins with fragment from 003/PB004","","","","","","21"
"24782","BE","24","174","3","005","4015","G","","2024-06-30 16:44:16","2024-02-10","","","","","","clay","","2024-06-30 16:44:46","pottery, bulk","","","","","","bag","","","","","","","","","trace"
"24783","BE","24","174","3","005","4015","M","","2024-06-30 16:44:46","2024-02-10","","","","","","shell","","2024-06-30 16:45:14","shell, bulk","","","","","","bag","","","","","","","","","12"
"24784","BE","24","174","3","007","4016","G","","2024-06-30 16:45:30","2024-02-12","","","","","","clay","","2024-06-30 16:46","pottery, bulk","","","","","","bag","","","","","","","","",""
"24785","BE","24","174","3","007","4016","M","","2024-06-30 16:46","2024-02-12","","edibles","","","","shell","","2024-06-30 16:46:35","shell, bulk","","","","broken","","bag","","","","","","","","","77"
"24786","BE","24","174","3","008","4017","G","","2024-06-30 16:46:41","2024-02-27","","","","","","clay","","2024-06-30 16:47:05","pottery, bulk","","","","","","bag","","","","","","","","",""
"24787","BE","24","174","3","008","4017","Q","","2024-06-30 16:47:05","2024-02-27","","","","","","wood","","2024-06-30 16:47:18","charcoal, bulk","","","","","","bag","","","","","","","","","5"
"24788","BE","24","174","3","008","4017","L","","2024-06-30 16:47:18","2024-02-27","","","","","","bone","","2024-06-30 16:47:42","bone, animal, bulk","","","","","","bag","","","","","","","","","<1"
"24789","BE","24","174","3","008","4017","M","","2024-06-30 16:48:03","2024-02-27","","1) Chicoreus (2), one brokenBackground noise (402g)","","","","shell","","2024-06-30 16:49:21","shell, bulk","","","","","","bag","","","","","","","","","517 (115+402)"
"24790","BE","24","174","3","008","4017","Di","","2024-06-30 16:49:21","2024-02-27","","1) nail shaft with head2) shaft ","1) L+7.2, head 1.5x1.7, shaft 0,8x0.92) L.+3.7, shaft 0.8x0.8","","","metal","iron","2024-06-30 16:51:07","iron, bulk","","","","","","bag","","","","","","","","","24 (16+8)"
"24791","BE","24","174","3","008","4017","Dc","","2024-06-30 16:51:07","2024-02-27","","1) nail head2) shaft ","1) head 1.3x1.4, 1.2x1.5, L.+1.2,1.42) shafts L.+2.1, shaft 0.4","","","metal","copper alloy","2024-06-30 16:53:57","copper alloy, bulk","","","","","","bag","","","","","","","","","8"
"24792","BE","24","172","1","001","4018","G","","2024-06-30 16:57:47","2024-01-30","","","","","","clay","","2025-01-06 21:12:39","pottery, bulk","","","","","","bag","","","","","","","","","approx. 800"
"24793","BE","24","172","1","001","4018","M","","2024-06-30 16:58:49","2024-01-30","","broken edibles (406) plus background noise","","","","shell","","2025-01-06 21:12:44","shell, bulk","","","","","","bag","","","","","","","","","1180 (406+780)"
"24794","BE","24","172","1","001","4018","R","","2024-06-30 16:59:34","2024-01-30","","beryl, 1 pcsperidot(?), 5 pcs","","","","stone","semiprecious","2024-06-30 17:01:16","geosample","","","","","","bag","","","","","","","","","<1"
"24795","BE","24","172","1","001","4018","E","","2024-06-30 17:01:16","2024-01-30","","1) concave, faceted, strange as if chipped from inside?2) small bottle base","","","","glass","","2024-06-30 17:02:28","glass, bulk","","","","","","bag","","","","","","","","","39"
"24796","BE","24","172","1","001","4018","B","","2024-06-30 17:02:28","2024-01-30","","1) half, oblate, dark blue with vertical striations, Dia.1, H,1, hole DIa.0.32) half, carnelian Dia.0.65, H.0.6, hole Dia.0.1, flaring toward one end3) oponka, green Dia.0.4, H.0.18","","","","glass","","2024-06-30 17:04:39","bead","","","","","","bag","","","","","","","","","<1"
"24797","BE","24","172","1","001","4018","M","","2024-06-30 17:04:39","2024-01-30","","carapace fragment, broken","","","","turtleshell","","2024-07-07 13:45:13","turtleshell","","","","","","bag","","","","","","","","","<1"
"24798","BE","24","172","1","001","4018","Dc","","2024-06-30 17:06:18","2024-01-30","","1) nails, like tacks, 4+2 heads2) nails with small square heads (2) 3) several shaft fragments4) miscellaneous","1) 1.4-1,5 head, shaft 0.3x0.3, L.+1.32) 0.8x0.8, H.1.1","","","metal","copper alloy","2024-06-30 17:15:25","copper alloy, bulk","","","","","","bag","","","Very curious set of copper alloy nails, this could be some post-previous archaeological expedition","","","","","","55"
"24799","BE","24","172","1","001","4018","C","","2024-06-30 17:08:42","2024-01-30","","","1) 2.2x1.4 (broken) Th.0.252) small Dia.1.5, Th.0.4","","","metal","copper alloy","2024-06-30 17:11:59","coin?","","","","","","2","","","To be checked if coins","","","","","",""
"24800","BE","24","172","2","002","4019","Dc","","2024-06-30 17:13:41","2024-01-31","","1) nails, like tacks, small, quite clean Dia.1.4, shaft 0.2x0.2, L.1.8Dia.1X1.4, shaft 0.3, L.2.1tack Dia.1.2, H.1.3Dia.1.5, H.2.32) nails with small square heads (2) 3)  shaft fragments4) miscellaneous","","","","metal","copper alloy","2024-06-30 17:15:53","copper alloy, bulk","","","","","","bag","","","Very curious set of copper alloy nails, this could be some post-previous archaeological expedition","","","","","","55"
"24801","BE","24","172","2","002","4019","Di","","2024-06-30 17:15:53","2024-01-31","","nailshaft L.+5.1","","","","metal","iron","2024-06-30 17:16:28","iron, bulk","","","","","","bag","","","","","","","","","12"
"24802","BE","24","172","2","002","4019","E","","2024-06-30 17:16:28","2024-01-31","","bottle base; faceted shard; 1 almond-bossed shard","","","","glass","","2024-06-30 17:17:22","glass, bulk","","","","","","bag","","","","","","","","","13"
